image_path,Caption
origin_dataset/IMG20211016222201.jpg,"1. 這幅畫作以藍色調為主，表現出一種寧靜而夢幻的氛圍。畫中人物伸展雙臂，彷彿在空中飛翔，周圍有兩輪明月，增添了一種超現實的感覺。人物的臉部表情平靜，似乎在享受這份自由與寧靜。整體畫面充滿了詩意和幻想的元素。

2. 這幅畫作採用色鉛筆繪製，表現出一種柔和而細膩的質感。畫中人物的姿態輕盈，彷彿在夜空中自由飛翔。背景的藍色調和兩輪明月的搭配，營造出一種寧靜而夢幻的氛圍。人物的臉部表情平靜，似乎在享受這份自由與寧靜。整體畫面充滿了詩意和幻想的元素。

3. 這幅畫作以藍色調為主，表現出一種寧靜而夢幻的氛圍。畫中人物伸展雙臂，彷彿在空中飛翔，周圍有兩輪明月，增添了一種超現實的感覺。人物的臉部表情平靜，似乎在享受這份自由與寧靜。整體畫面充滿了詩意和幻想的元素，表現出一種超脫現實的意境。"
origin_dataset/20230706_192207.jpg,"1. 夕陽西下，天空被染成金黃色，雲層在夕陽的照耀下呈現出柔和的橙色。建築物的窗戶在夜幕降臨前還亮著燈光，街道兩旁的樹木在微風中輕搖。遠處的招牌上閃爍著霓虹燈光，為城市增添了一絲現代的活力。

2. 夕陽的餘暉灑在城市上，天空的顏色從藍色漸變到橙黃色，雲朵被染成了柔和的金黃。建築物的外牆在夕陽的照耀下顯得格外鮮明，窗戶內的燈光在夜幕降臨前還在閃爍。街道兩旁的樹木在微風中輕搖，樹葉間散發出淡淡的綠意。

3. 夕陽西下，天空被染成金黃色，雲層在夕陽的照耀下呈現出柔和的橙色。建築物的窗戶在夜幕降臨前還亮著燈光，街道兩旁的樹木在微風中輕搖。遠處的招牌上閃爍著霓虹燈光，為城市增添了一絲現代的活力。建築物的外牆在夕陽的照耀下顯得格外鮮明，窗戶內的燈光在夜幕降臨前還在閃爍。"
origin_dataset/received_1410196049080655.jpeg,"1. 一位年輕男子正在餐廳用餐，他正用筷子夾起盤中的炒麵。炒麵中可以看到有肉絲、蔬菜和黃色的麵條。男子的頭髮是黑色的，他穿着一件深色的T恤。他面前的桌子上還有一碗湯。

2. 一張照片中，一位年輕人正在吃炒麵。他用筷子夾起盤中的麵條，盤子裡的炒麵裡有肉絲和蔬菜。男子的頭髮是黑色的，他穿著一件深色的T恤。他面前的桌子上還有一碗湯。

3. 一位年輕人正在餐廳用餐，他正在吃一盤炒麵。炒麵裡有肉絲和蔬菜，他用筷子夾起麵條。男子的頭髮是黑色的，他穿著一件深色的T恤。他面前的桌子上還有一碗湯。"
origin_dataset/20240608_144310.jpg,"1. 一位年輕男子，頭髮為黑色，身穿橄欖綠色T恤，站在室內，背景為白色牆壁和一扇門，門上掛有幾面小旗子，旗子上繪有聖誕樹圖案。男子右手舉起一部手機，似乎在自拍。牆壁上還有一個小型的裝飾物，形狀類似於一個銀色的動物頭部。

2. 一位年輕人，頭髮為黑色，身著橄欖綠色T恤，站在一個室內環境中。背景包括一扇門和牆壁，門上掛有幾面小旗子，旗子上繪有聖誕樹圖案。男子右手舉起一部手機，似乎在進行自拍。牆壁上還有一個小型的裝飾物，形狀類似於一個銀色的動物頭部。

3. 一位年輕男子，頭髮為黑色，身著橄欖綠色T恤，站在一個室內環境中。背景包括一扇門和牆壁，門上掛有幾面小旗子，旗子上繪有聖誕樹圖案。男子右手舉起一部手機，似乎在進行自拍。牆壁上還有一個小型的裝飾物，形狀類似於一個銀色的動物頭部。"
origin_dataset/IMG_20181231_201755_326.jpg,"1. 一間餐廳的桌面上，擺放著一盤玉米濃湯，湯中漂浮著幾片香草葉，湯色金黃，看起來非常美味。湯碗旁邊有一個白色的盤子，盤子上放著一隻銀色的湯匙，勺柄直立，勺頭輕輕地浸在湯中。在湯碗的右側，有一個透明的玻璃杯，杯中裝著深色的飲料，杯底有紅色的底座。在玻璃杯的右側，有一張白色的餐巾紙，上面印有“TGI Fridays”的標誌。整體環境看起來相當舒適，適合用餐。

2. 一張餐桌的特寫照片，桌面上有一個裝滿玉米濃湯的白色陶瓷碗，碗中還有一隻銀色的湯匙，勺柄直立，勺頭輕輕地浸在湯中。碗的右側有一個透明的玻璃杯，杯中裝著深色的飲料，杯底有紅色的底座。在玻璃杯的右側，有一張白色的餐巾紙，上面印有“TGI Fridays”的標誌。在碗的左側，有一個白色的盤子，盤子上沒有任何食物。整體環境看起來相當舒適，適合用餐。

3. 一張餐桌的特寫照片，桌面上有一個裝滿玉米濃湯的白色陶瓷碗，碗中還有一隻銀色的湯匙，勺柄直立，勺頭輕輕地浸在湯中。碗的右側有一個透明的玻璃杯，杯中裝著深色的飲料，杯底有紅色的底座。在玻璃杯的右側，有一張白色的餐巾紙，上面印有“TGI Fridays”的標誌。在碗的左側，有一個白色的盤子，盤子上沒有任何食物。整體環境看起來相當舒適，適合用餐。"
origin_dataset/IMG_20210718_075423_213.jpg,"1. 一位年輕男子背對著攝影機，穿著黑色短袖上衣和深色長褲，頭戴口罩，正走在一條鋪有水泥的步道上。步道兩旁是茂密的樹木和竹子，遠處可以看到一些建築物。天空晴朗，陽光從樹葉間透下來，散發出和煦的光芒。

2. 這張照片捕捉到了一個男子在一個綠意盎然的公園中行走的瞬間。他背對著攝影機，穿著黑色的上衣和褲子，頭戴口罩，手中似乎拿著一塊布料。步道兩側是茂盛的樹木和竹子，遠處的建築物隱約可見。陽光從樹葉間照射下來，為整個場景增添了一絲溫暖。

3. 一位年輕男子正沿着一條鋪有水泥的步道行走，背對著攝影機。他穿著黑色的上衣和褲子，頭戴口罩，手中似乎拿著一塊布料。步道兩側是茂密的樹木和竹子，遠處的建築物隱約可見。陽光從樹葉間照射下來，散發出和煦的光芒，為整個場景帶來了生機。"
origin_dataset/1527003267893.jpg,"1. 四位年輕人站在樹林中，他們身穿畢業袍，其中三人佩戴着不同顏色的學士帽，顯示他們剛剛畢業。樹木茂盛，樹幹粗壯，樹葉濃密，散發出濃郁的自然氣息。地面上鋪滿了樹葉，散發出淡淡的綠色調。背景中可以看到一些樹枝和樹幹，遠處的樹木若隱若現，天空透出一絲光亮，顯示出晴朗的天氣。

2. 四位年輕人並排站在樹林中，他們的畢業袍在樹林的背景下顯得格外鮮明。他們的學士帽顏色各異，分別是藍色、橙色和藍色，顯示他們來自不同的學院或專業。樹木高大，樹幹粗壯，樹葉茂盛，散發出濃郁的自然氣息。地面上鋪滿了樹葉，散發出淡淡的綠色調。背景中可以看到一些樹枝和樹幹，遠處的樹木若隱若現，天空透出一絲光亮，顯示出晴朗的天氣。

3. 四位年輕人並排站在樹林中，他們身穿畢業袍，其中三人佩戴着不同顏色的學士帽，顯示他們剛剛畢業。樹木茂盛，樹幹粗壯，樹葉濃密，散發出濃郁的自然氣息。地面上鋪滿了樹葉，散發出淡淡的綠色調。背景中可以看到一些樹枝和樹幹，遠處的樹木若隱若現，天空透出一絲光亮，顯示出晴朗的天氣。他們的畢業袍在樹林的背景下顯得格外鮮明，學士帽顏色各異，分別是藍色、橙色和藍色，顯示他們來自不同的學院或專業。"
origin_dataset/1591504750800.jpg,"1. 一位身穿學士服的人站在一塊大型的「I ❤️ NCU」標誌前，背景是綠意盎然的樹木和藍天白雲。這塊標誌位於一個寬敞的草地上，周圍環境非常宜人。

2. 一位畢業生在「I ❤️ NCU」的大型標誌前拍照留念。背景是茂密的樹木和晴朗的天空，標誌的設計簡單而鮮明，紅色的心形和黃色的字母形成鮮明對比。

3. 一位畢業生站在「I ❤️ NCU」的大型標誌前，背景是綠色的樹木和藍天白雲。標誌位於一個寬敞的草地上，周圍環境非常宜人，標誌的設計簡單而鮮明，紅色的心形和黃色的字母形成鮮明對比。"
origin_dataset/20230706_194851.jpg,"1. 一間大型購物中心的入口，招牌上寫著「KUF香港金六福珠寶有限公司」，並附有「天貓電商」的標誌。招牌燈光閃爍，吸引路人的注意。入口處有幾名顧客在閒逛，周圍環境明亮，燈光效果豐富。

2. 招牌上顯示「KUF香港金六福珠寶有限公司」，並標註「天貓電商」，顯示這是一家專賣珠寶的商店。入口處有幾名顧客，周圍環境燈光璀璨，招牌上的字體清晰，吸引路人的目光。

3. 一間大型購物中心的入口，招牌上寫著「KUF香港金六福珠寶有限公司」，並附有「天貓電商」的標誌。招牌燈光閃爍，周圍環境明亮，燈光效果豐富，入口處有幾名顧客在閒逛。"
origin_dataset/20230916_115433.jpg,"1. 藍天白雲，遠處是連綿起伏的山脈，山腳下是綠意盎然的樹木，近處是建築物的屋頂和電線杆，天空清澈，氣氛寧靜。

2. 山區的風景，遠處的山脈層疊，山腳下是茂密的樹林，近處是建築物的屋頂和電線杆，天空中散佈著幾朵雲，環境清幽。

3. 山區的景觀，遠處的山脈連綿，山腳下是綠色的樹木，近處是建築物的屋頂和電線杆，天空藍得透徹，雲朵稀疏，環境優美。"
origin_dataset/IMG_20171205_160909_665.jpg,"1. 手臂上貼著一塊白色的創可貼，創可貼的中心有一小塊白色的棉花。背景是一張木質的桌子，桌面上有兩根白色的筷子。手臂下方的衣物是深色的，可能是牛仔褲或長褲。創可貼的上方有三個笑臉表情圖案，下方有藍色的字體，寫著「天阿～～終於終於體檢完完了」。

2. 一隻手臂上貼著一塊白色的創可貼，創可貼的中心有一小塊白色的棉花。背景是一張木質的桌子，桌面上有兩根白色的筷子。手臂下方的衣物是深色的，可能是牛仔褲或長褲。創可貼的上方有三個笑臉表情圖案，下方有藍色的字體，寫著「天阿～～終於終於體檢完完了」。

3. 一隻手臂上貼著一塊白色的創可貼，創可貼的中心有一小塊白色的棉花。背景是一張木質的桌子，桌面上有兩根白色的筷子。手臂下方的衣物是深色的，可能是牛仔褲或長褲。創可貼的上方有三個笑臉表情圖案，下方有藍色的字體，寫著「天阿～～終於終於體檢完完了」。"
origin_dataset/IMG20220315163539.jpg,"1. 這張照片展示了一片遼闊的海景，海面波光粼粼，遠處的天空中雲層稀疏，天空的顏色從淺藍漸變至深藍，海邊的山丘上長滿了茂密的綠樹，近處的樹枝上沒有葉子，可能是冬季或早春的景象。前景中有一個鐵製的護欄，護欄的顏色是灰白色，護欄的後方是茂密的綠植，護欄的右側有一個樹枝，樹枝上沒有葉子，樹枝的顏色是棕褐色。

2. 照片中，海面波光粼粼，遠處的天空中雲層稀疏，天空的顏色從淺藍漸變至深藍，海邊的山丘上長滿了茂密的綠樹，近處的樹枝上沒有葉子，可能是冬季或早春的景象。前景中有一個鐵製的護欄，護欄的顏色是灰白色，護欄的後方是茂密的綠植，護欄的右側有一個樹枝，樹枝上沒有葉子，樹枝的顏色是棕褐色。

3. 這張照片展示了一片遼闊的海景，海面波光粼粼，遠處的天空中雲層稀疏，天空的顏色從淺藍漸變至深藍，海邊的山丘上長滿了茂密的綠樹，近處的樹枝上沒有葉子，可能是冬季或早春的景象。前景中有一個鐵製的護欄，護欄的顏色是灰白色，護欄的後方是茂密的綠植，護欄的右側有一個樹枝，樹枝上沒有葉子，樹枝的顏色是棕褐色。"
origin_dataset/IMG_20210611_021241_419.jpg,"1. 一位年輕的男子側身站立，頭髮短而齊整，臉上帶有輕微的鬍渣。他背對著一塊標誌牌，標誌牌上寫有中文文字。背景是藍天和遠處的山丘，山丘上覆蓋著茂密的綠樹。男子的臉部表情平靜，目光遠眺，似乎在欣賞眼前的風景。

2. 一位年輕的男子側身而立，頭髮短而齊整，臉上帶有輕微的鬍渣。他背對著一塊標誌牌，標誌牌上寫有中文文字。背景是藍天和遠處的山丘，山丘上覆蓋著茂密的綠樹。男子的臉部表情平靜，目光遠眺，似乎在欣賞眼前的風景。他身穿淺色上衣，肩上掛著背包，顯得輕鬆自在。

3. 一位年輕的男子側身而立，頭髮短而齊整，臉上帶有輕微的鬍渣。他背對著一塊標誌牌，標誌牌上寫有中文文字。背景是藍天和遠處的山丘，山丘上覆蓋著茂密的綠樹。男子的臉部表情平靜，目光遠眺，似乎在欣賞眼前的風景。他身穿淺色上衣，肩上掛著背包，顯得輕鬆自在。男子的側臉線條清晰，鼻梁挺拔，頰骨高聳，整體外貌給人一種沉穩且充滿活力的印象。"
origin_dataset/IMG_20200509_013119_861.jpg,"1. 一位年輕的男子，頭髮短而黑，側身面向前方，背後背著一個背包，穿著一件藍色的上衣，周圍是茂密的樹林，陽光從樹葉間透下來，形成斑斕的光影效果。

2. 這張照片中，一位年輕的男子側身站立，頭髮齊整，背後的樹林茂密，陽光從樹葉間照射下來，形成斑斕的光影效果，男子的臉部被陽光打亮，顯得格外鮮明。

3. 一位年輕的男子側身站立，頭髮短而黑，穿著藍色的上衣，背後背著一個背包，周圍是茂密的樹林，陽光從樹葉間透下來，形成斑斕的光影效果，男子的臉部被陽光打亮，顯得格外鮮明。"
origin_dataset/10646789_632080166891809_4918656064491453108_n(1)(1).jpg,"1. 學校教室內，數位兒童圍坐在長桌旁，桌面上散落著彩色的筆。兒童們似乎在進行一堂課堂活動，專注地看著桌上的物品。教室的牆壁上掛有一塊黑板，上面寫著一些字。窗戶旁邊有一張桌子，上面疊著幾件衣物。教室的牆壁和地板都顯得比較簡單，但環境整潔。

2. 教室內，兒童們圍坐在長桌旁，桌面上散落著彩色的筆。兒童們似乎在進行一堂課堂活動，專注地看著桌上的物品。教室的牆壁上掛有一塊黑板，上面寫著一些字。窗戶旁邊有一張桌子，上面疊著幾件衣物。兒童們的神態各異，有的在思考，有的在討論，有的在觀察桌上的物品。教室的牆壁和地板都顯得比較簡單，但環境整潔。

3. 教室內，兒童們圍坐在長桌旁，桌面上散落著彩色的筆。兒童們似乎在進行一堂課堂活動，專注地看著桌上的物品。教室的牆壁上掛有一塊黑板，上面寫著一些字。窗戶旁邊有一張桌子，上面疊著幾件衣物。兒童們的神態各異，有的在思考，有的在討論，有的在觀察桌上的物品。教室的牆壁和地板都顯得比較簡單，但環境整潔。"
origin_dataset/IMG20220317130724.jpg,"1. 這張照片展示了一個室內空間，建築採用現代設計，玻璃牆和鋼構架構成開放的建築風格。空間內懸掛著幾隻大型海洋生物模型，包括一隻巨大的鯨魚和一隻巨大的章魚，這些模型懸掛在天花板上，給人一種置身於海洋世界中的感覺。地面上有幾位遊客在觀看這些模型，他們似乎對這些展品很感興趣。建築的外牆是深色的，與室內的亮色形成對比，使得整個空間看起來既現代又充滿活力。

2. 照片中是一個室內展示場所，建築採用大面積玻璃牆設計，使得自然光可以充分進入。建築內部空間寬敞，地面鋪有光滑的大理石，反射出室內的光線。建築的外牆由深色石材構成，與室內的亮色形成鮮明對比。建築內部懸掛著多個大型海洋生物模型，包括一隻巨大的鯨魚和一隻巨大的章魚，這些模型懸掛在天花板上，給人一種置身於海洋世界中的感覺。建築內部還有一些遊客在觀看這些展品，他們似乎對這些展品很感興趣。

3. 這張照片展示了一個室內空間，建築採用現代設計，玻璃牆和鋼構架構成開放的建築風格。建築內部空間寬敞，地面鋪有光滑的大理石，反射出室內的光線。建築的外牆由深色石材構成，與室內的亮色形成鮮明對比。建築內部懸掛著多個大型海洋生物模型，包括一隻巨大的鯨魚和一隻巨大的章魚，這些模型懸掛在天花板上，給人一種置身於海洋世界中的感覺。建築內部還有一些遊客在觀看這些展品，他們似乎對這些展品很感興趣。建築內部還有一些遊客在觀看這些展品，他們似乎對這些展品很感興趣。"
origin_dataset/1562820332247.jpg,"1. 兩位年輕人站在一個大型的綠色充氣玩具旁邊，這個玩具的形狀像是一個大大的方塊，上面有一個圓形的窗口，窗口內有一個簡單的卡通臉，臉上帶有微笑的表情。玩具的側面有幾個圓形的裝飾，顏色分別為藍色、紅色和綠色。背景中可以看到一些商店的標誌和裝飾，顯示出這是在一個室內購物中心。

2. 一位年輕人穿着白色T恤和深色牛仔褲，頭戴一頂藍色的運動帽，站在充氣玩具的一側，雙手叉腰，面帶微笑。另一位年輕人則坐在玩具的底部，雙手抱頭，面露驚訝的表情。他們兩人都看起來非常開心，似乎在享受這個有趣的活動。

3. 這張照片捕捉到了兩位年輕人在一個室內購物中心的場景。他們站在一個大型的綠色充氣玩具旁邊，這個玩具的形狀像是一個大大的方塊，上面有一個圓形的窗口，窗口內有一個簡單的卡通臉，臉上帶有微笑的表情。背景中可以看到一些商店的標誌和裝飾，顯示出這是在一個室內購物中心。兩位年輕人都看起來非常開心，似乎在享受這個有趣的活動。"
origin_dataset/IMG20220317130730.jpg,"1. 這張照片展示了一個室內空間，建築採用現代設計，玻璃牆和鋼架構成開放的建築風格。空間內懸掛著多個大型海洋生物模型，包括鯨魚和鯊魚，這些模型懸掛在天花板上，形成了一個引人注目的裝飾。地面上有幾組人羣，他們似乎在參觀或等待，周圍還有一些展覽標誌和展覽品。建築的外牆是深色的，與室內的亮色形成對比，建築的設計和裝飾都顯示出一種現代和科學的氛圍。

2. 照片中是一個室內空間，建築採用現代設計，玻璃牆和鋼架構成開放的建築風格。空間內懸掛著多個大型海洋生物模型，包括鯨魚和鯊魚，這些模型懸掛在天花板上，形成了一個引人注目的裝飾。地面上有幾組人羣，他們似乎在參觀或等待，周圍還有一些展覽標誌和展覽品。建築的外牆是深色的，與室內的亮色形成對比，建築的設計和裝飾都顯示出一種現代和科學的氛圍。

3. 這張照片展示了一個室內空間，建築採用現代設計，玻璃牆和鋼架構成開放的建築風格。空間內懸掛著多個大型海洋生物模型，包括鯨魚和鯊魚，這些模型懸掛在天花板上，形成了一個引人注目的裝飾。地面上有幾組人羣，他們似乎在參觀或等待，周圍還有一些展覽標誌和展覽品。建築的外牆是深色的，與室內的亮色形成對比，建築的設計和裝飾都顯示出一種現代和科學的氛圍。"
